title,studio,domestic_gross,foreign_gross,year,worldwide_gross
Arthur (2011),WB,33000000.0,12700000.0,2011,45700000.0
The Debt,Focus,31200000.0,14500000.0,2011,45700000.0
Beastly,CBS,27900000.0,15300000.0,2011,43200000.0
Of Gods and Men,SPC,4000000.0,38200000.0,2011,42200000.0
Born to Be Wild (IMAX),WB,25900000.0,15600000.0,2011,41500000.0
Evangelion 2.0: You Can (Not) Advance,Elev.,134000.0,41000000.0,2011,41134000.0
Fright Night (2011),BV,18300000.0,22700000.0,2011,41000000.0
30 Minutes or Less,Sony,37100000.0,3500000.0,2011,40600000.0
The Roommate,SGem,37300000.0,3200000.0,2011,40500000.0
Shark Night 3D,Rela.,18900000.0,21300000.0,2011,40200000.0
Monte Carlo,Fox,23200000.0,16500000.0,2011,39700000.0
50/50,Sum.,35000000.0,4200000.0,2011,39200000.0
Mars Needs Moms,BV,21400000.0,17600000.0,2011,39000000.0
Dream House,Uni.,21300000.0,17200000.0,2011,38500000.0
Jumping the Broom,TriS,37300000.0,415000.0,2011,37715000.0
Don't Be Afraid of the Dark,FD,24000000.0,12900000.0,2011,36900000.0
RA One,Eros,2500000.0,33400000.0,2011,35900000.0
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011,35426000.0
My Week with Marilyn,Wein.,14600000.0,20500000.0,2011,35100000.0
The Sitter,Fox,30400000.0,4500000.0,2011,34900000.0
Jane Eyre,Focus,11200000.0,23500000.0,2011,34700000.0
Shaolin,Vari.,66100.0,33600000.0,2011,33666100.0
African Cats,BV,15400000.0,15400000.0,2011,30800000.0
The Skin I Live In,SPC,3200000.0,27700000.0,2011,30900000.0
I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011,30600000.0
What's Your Number?,Fox,14000000.0,16399999.0,2011,30399999.0
Drive Angry,Sum.,10700000.0,18200000.0,2011,28900000.0
Carnage (2011),SPC,2500000.0,25100000.0,2011,27600000.0
A Dangerous Method,SPC,5700000.0,21800000.0,2011,27500000.0
The Thing (2011),Uni.,16900000.0,10500000.0,2011,27400000.0
The Eagle,Focus,19500000.0,7600000.0,2011,27100000.0
Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000.0,2011,26550400.0
Apollo 18,W/Dim.,17700000.0,7900000.0,2011,25600000.0
Biutiful,RAtt.,5100000.0,20000000.0,2011,25100000.0
Your Highness,Uni.,21600000.0,3300000.0,2011,24900000.0
The Rum Diary,FD,13100000.0,10800000.0,2011,23900000.0
The Women on the 6th Floor,Strand,720000.0,22500000.0,2011,23220000.0
Potiche,MBox,1600000.0,21600000.0,2011,23200000.0
Warrior,LGF,13700000.0,9400000.0,2011,23100000.0
Young Adult,Par.,16300000.0,6600000.0,2011,22900000.0
Sarah's Key,Wein.,7700000.0,13400000.0,2011,21100000.0
The Way Back,NM,2700000.0,17600000.0,2011,20300000.0
A Separation,SPC,7100000.0,12800000.0,2011,19900000.0
The Guard,SPC,5400000.0,14200000.0,2011,19600000.0
Margin Call,RAtt.,5400000.0,14200000.0,2011,19600000.0
Glee The 3D Concert Movie,Fox,11900000.0,6800000.0,2011,18700000.0
Shame,FoxS,3900000.0,13800000.0,2011,17700000.0
13 Assassins,Magn.,803000.0,16800000.0,2011,17603000.0
Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000.0,2011,16900000.0
The Heir Apparent: Largo Winch,MBox,10400.0,16900000.0,2011,16910400.0
The Last Godfather,RAtt.,164000.0,16600000.0,2011,16764000.0
Delhi Belly,UTV,1500000.0,15200000.0,2011,16700000.0
Melancholia,Magn.,3000000.0,12900000.0,2011,15900000.0
Judy Moody and the NOT Bummer Summer,Rela.,15000000.0,678000.0,2011,15678000.0
The Conspirator,RAtt.,11500000.0,3900000.0,2011,15400000.0
Anonymous,Sony,4500000.0,10900000.0,2011,15400000.0
Ip Man 2: Legend of the Grandmaster,Vari.,206000.0,14900000.0,2011,15106000.0
The Housemaid,IFC,158000.0,14600000.0,2011,14758000.0
Desert Flower,NGE,44300.0,14600000.0,2011,14644300.0
Pina,IFC,3500000.0,11100000.0,2011,14600000.0
Beginners,Focus,5800000.0,8500000.0,2011,14300000.0
My Afternoons with Margueritte,Cohen,667000.0,13600000.0,2011,14267000.0
I Saw the Devil,Magn.,129000.0,12600000.0,2011,12729000.0
The Hedgehog,NeoC,708000.0,12000000.0,2011,12708000.0
Gainsbourg: A Heroic Life,MBox,233000.0,12000000.0,2011,12233000.0
The Warring States,CL,69000.0,11800000.0,2011,11869000.0
What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000.0,2011,11824000.0
Snow Flower and the Secret Fan,FoxS,1300000.0,10000000.0,2011,11300000.0
Win Win,FoxS,10200000.0,652000.0,2011,10852000.0
Flying Monsters,NGE,5700000.0,5100000.0,2011,10800000.0
City of Life and Death,Kino,123000.0,10600000.0,2011,10723000.0
Le Havre,Jan.,612000.0,9900000.0,2011,10512000.0
In a Better World,SPC,1000000.0,8600000.0,2011,9600000.0
Trespass (2011),MNE,24100.0,9600000.0,2011,9624100.0
Saving Private Perez,LGF,1400000.0,7900000.0,2011,9300000.0
Point Blank,Magn.,708000.0,8500000.0,2011,9208000.0
Winter in Wartime,SPC,543000.0,8700000.0,2011,9243000.0
Barney's Version (U.S. only),SPC,4400000.0,4000000.0,2011,8400000.0
Outrage (2011),Magn.,44700.0,8400000.0,2011,8444700.0
Senna,PDA,1600000.0,6600000.0,2011,8200000.0
Last Night,Trib.,99000.0,7600000.0,2011,7699000.0
The Big Year,Fox,7200000.0,244000.0,2011,7444000.0
The Beaver,Sum.,971000.0,6300000.0,2011,7271000.0
The Princess of Montpensier,IFC,352000.0,6400000.0,2011,6752000.0
Cave of Forgotten Dreams,IFC,5300000.0,1200000.0,2011,6500000.0
Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000.0,2011,6353000.0
We Need to Talk About Kevin,Osci.,1700000.0,4300000.0,2011,6000000.0
Attack the Block,SGem,1000000.0,4800000.0,2011,5800000.0
Even the Rain,Vita.,518000.0,5300000.0,2011,5818000.0
Young Goethe in Love,MBox,162000.0,5600000.0,2011,5762000.0
11-11-11,Rocket,32800.0,5700000.0,2011,5732800.0
Certified Copy,IFC,1400000.0,4099999.0,2011,5499999.0
Thank You (2011),UTV,464000.0,5000000.0,2011,5464000.0
The Company Men,Wein.,4400000.0,441000.0,2011,4841000.0
Tucker & Dale Vs. Evil,Magn.,224000.0,4500000.0,2011,4724000.0
London Boulevard,IFC,16100.0,4600000.0,2011,4616100.0
Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011,4600000.0
The Names of Love,MBox,514000.0,4099999.0,2011,4613999.0
Burke and Hare,IFC,4800.0,4300000.0,2011,4304800.0
King of Devil's Island,FM,7600.0,4200000.0,2011,4207600.0
Bride Flight,MBox,501000.0,3700000.0,2011,4201000.0
Trollhunter,Magn.,253000.0,3900000.0,2011,4153000.0
Carancho,Strand,85500.0,3900000.0,2011,3985500.0
Like Crazy,ParV,3400000.0,336000.0,2011,3736000.0
The Double,Imag.,138000.0,3600000.0,2011,3738000.0
Love Crime,IFC,540000.0,3100000.0,2011,3640000.0
Incendies (U.S. only),SPC,2100000.0,1500000.0,2011,3600000.0
Martha Marcy May Marlene,FoxS,3000000.0,548000.0,2011,3548000.0
Fireflies in the Garden,UNKNOWN,70600.0,3300000.0,2011,3370600.0
Machine Gun Preacher,Rela.,539000.0,2800000.0,2011,3339000.0
The Last Circus,Magn.,40500.0,3200000.0,2011,3240500.0
From Prada to Nada,LGF,3000000.0,123000.0,2011,3123000.0
Flypaper,IFC,5000.0,3100000.0,2011,3105000.0
Take Shelter,SPC,1700000.0,1400000.0,2011,3100000.0
The Greatest Miracle,KKM,555000.0,2500000.0,2011,3055000.0
Rapt,Lorb.,45800.0,2900000.0,2011,2945800.0
Pastorela,LGF,161000.0,2700000.0,2011,2861000.0
The Double Hour,Gold.,1500000.0,1200000.0,2011,2700000.0
3 (2011),Strand,60000.0,2600000.0,2011,2660000.0
Oranges and Sunshine,Cohen,143000.0,2400000.0,2011,2543000.0
Ong Bak 3,Magn.,14900.0,2300000.0,2011,2314900.0
Poetry,Kino,356000.0,1900000.0,2011,2256000.0
The Tree,Zeit.,71200.0,2100000.0,2011,2171200.0
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000.0,2011,2047900.0
Armadillo,Lorb.,14600.0,2000000.0,2011,2014600.0
Brighton Rock,IFC,230000.0,1600000.0,2011,1830000.0
A Somewhat Gentle Man,Strand,37700.0,1800000.0,2011,1837700.0
The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000.0,2011,1829300.0
Another Earth,FoxS,1300000.0,456000.0,2011,1756000.0
Chalet Girl,IFC,1700.0,1700000.0,2011,1701700.0
Yamla Pagla Deewana,Eros,993000.0,600000.0,2011,1593000.0
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000.0,2011,1130000.0
London River,Libre,7200.0,1100000.0,2011,1107200.0
When We Leave (Die Fremde),Olive,19600.0,1100000.0,2011,1119600.0
Vanishing on 7th Street,Magn.,22700.0,1000000.0,2011,1022700.0
The Time That Remains,IFC,32900.0,1000000.0,2011,1032900.0
Texas Killing Fields,Anch.,45500.0,912000.0,2011,957500.0
Miral,Wein.,373000.0,527000.0,2011,900000.0
Submarine,Wein.,468000.0,397000.0,2011,865000.0
Mozart's Sister,MBox,708000.0,132000.0,2011,840000.0
Plastic Planet,FRun,3200.0,836000.0,2011,839200.0
Chillar Party,UTV,6300.0,826000.0,2011,832300.0
The First Grader,NGE,332000.0,382000.0,2011,714000.0
Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000.0,2011,679000.0
No One Killed Jessica,UTV,441000.0,193000.0,2011,634000.0
Korkoro,Lorb.,8200.0,619000.0,2011,627200.0
Blackthorn,Magn.,201000.0,423000.0,2011,624000.0
How I Ended This Summer,FM,8700.0,614000.0,2011,622700.0
The Ledge,IFC,9200.0,602000.0,2011,611200.0
Heartbeats,IFC,68700.0,520000.0,2011,588700.0
Kaboom,IFC,119000.0,421000.0,2011,540000.0
Protektor,FM,3000.0,469000.0,2011,472000.0
The Other Woman,IFC,25400.0,427000.0,2011,452400.0
Rage (Rabia),Strand,5600.0,403000.0,2011,408600.0
The Human Resources Manager,FM,64000.0,329000.0,2011,393000.0
7 Khoon Maaf,UTV,270000.0,94700.0,2011,364700.0
Another Happy Day,P4,8500.0,347000.0,2011,355500.0
The Mill and the Cross,KC,312000.0,30300.0,2011,342300.0
Special Treatment,FRun,8900.0,286000.0,2011,294900.0
Illegal (2011),FM,700.0,289000.0,2011,289700.0
Black Death,Magn.,22600.0,243000.0,2011,265600.0
Le Quattro Volte,Lorb.,153000.0,103000.0,2011,256000.0
Caterpillar,Lorb.,4200.0,248000.0,2011,252200.0
Little Girl (La Pivellina),FRun,1400.0,236000.0,2011,237400.0
"If I Want to Whistle, I Whistle",FM,12100.0,220000.0,2011,232100.0
The Robber,Kino,83500.0,125000.0,2011,208500.0
Henry's Crime,MPFT,103000.0,102000.0,2011,205000.0
Film Socialisme,Lorb.,33000.0,159000.0,2011,192000.0
Leap Year (2011),Strand,13000.0,175000.0,2011,188000.0
A Screaming Man,FM,9900.0,175000.0,2011,184900.0
Nostalgia for the Light,Icar.,164000.0,13700.0,2011,177700.0
Anchor Baby,AGF,15800.0,161000.0,2011,176800.0
Road to Nowhere,Mont.,40300.0,121000.0,2011,161300.0
Octubre,NYer,32100.0,96700.0,2011,128800.0
The Arbor,Strand,21600.0,105000.0,2011,126600.0
Mysteries of Lisbon,MBox,111000.0,14900.0,2011,125900.0
Vidal Sassoon: The Movie,P4,86000.0,38600.0,2011,124600.0
"Tuesday, After Christmas",Lorb.,27800.0,36200.0,2011,64000.0
Brotherhood (2011),P4,19700.0,12700.0,2011,32400.0
I'm Glad My Mother is Alive,Strand,8700.0,13200.0,2011,21900.0
Aurora,CGld,5700.0,5100.0,2011,10800.0
To Die Like a Man,Strand,4000.0,900.0,2011,4900.0
Marvel's The Avengers,BV,623400000.0,895500000.0,2012,1518900000.0
Skyfall,Sony,304400000.0,804200000.0,2012,1108600000.0
The Dark Knight Rises,WB,448100000.0,636800000.0,2012,1084900000.0
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012,1021100000.0
Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012,877200000.0
The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000.0,2012,829700000.0
The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012,757900000.0
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012,746900000.0
The Hunger Games,LGF,408000000.0,286400000.0,2012,694400000.0
MIB 3,Sony,179000000.0,445000000.0,2012,624000000.0
Life of Pi,Fox,125000000.0,484000000.0,2012,609000000.0
Ted,Uni.,218800000.0,330600000.0,2012,549400000.0
Brave,BV,237300000.0,303200000.0,2012,540500000.0
Wreck-It Ralph,BV,189400000.0,281800000.0,2012,471200000.0
Les Miserables (2012),Uni.,148800000.0,293000000.0,2012,441800000.0
The Intouchables (U.S.-only),Wein.,10200000.0,416400000.0,2012,426600000.0
Django Unchained,Wein.,162800000.0,262600000.0,2012,425400000.0
Prometheus,Fox,126500000.0,276900000.0,2012,403400000.0
Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012,396600000.0
Taken 2,Fox,139900000.0,236300000.0,2012,376200000.0
Hotel Transylvania,Sony,148300000.0,210100000.0,2012,358400000.0
Dr. Seuss' The Lorax,Uni.,214000000.0,134800000.0,2012,348800000.0
Titanic 3D,Par.,57900000.0,285700000.0,2012,343600000.0
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000.0,2012,335300000.0
The Expendables 2,LGF,85000000.0,229900000.0,2012,314900000.0
Rise of the Guardians,P/DW,103400000.0,203500000.0,2012,306900000.0
Wrath of the Titans,WB,83700000.0,221600000.0,2012,305300000.0
Battleship,Uni.,65400000.0,237600000.0,2012,303000000.0
John Carter,BV,73100000.0,211100000.0,2012,284200000.0
The Bourne Legacy,Uni.,113200000.0,162900000.0,2012,276100000.0
Lincoln,BV,182200000.0,93100000.0,2012,275300000.0
Dark Shadows,WB,79700000.0,165800000.0,2012,245500000.0
Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012,240000000.0
Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012,236400000.0
American Reunion,Uni.,57000000.0,178000000.0,2012,235000000.0
Argo,WB,136000000.0,96300000.0,2012,232300000.0
Jack Reacher,Par.,80100000.0,138300000.0,2012,218400000.0
Safe House,Uni.,126400000.0,81700000.0,2012,208100000.0
21 Jump Street,Sony,138400000.0,63100000.0,2012,201500000.0
Total Recall (2012),Sony,58900000.0,139600000.0,2012,198500000.0
The Vow,SGem,125000000.0,71100000.0,2012,196100000.0
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,183000000.0
The Impossible,LG/S,19000000.0,161300000.0,2012,180300000.0
The Dictator,Par.,59700000.0,119700000.0,2012,179400000.0
Looper,TriS,66500000.0,110000000.0,2012,176500000.0
Magic Mike,WB,113700000.0,53500000.0,2012,167200000.0
Flight,Par.,93800000.0,68000000.0,2012,161800000.0
Underworld Awakening,SGem,62300000.0,97800000.0,2012,160100000.0
This Means War,Fox,54800000.0,101700000.0,2012,156500000.0
The Secret World of Arrietty,BV,19200000.0,126400000.0,2012,145600000.0
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,142800000.0
Step Up Revolution,LG/S,35100000.0,105400000.0,2012,140500000.0
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000.0,2012,136800000.0
Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,132800000.0
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000.0,2012,132600000.0
Cloud Atlas,WB,27100000.0,103400000.0,2012,130500000.0
The Woman in Black,CBS,54300000.0,73400000.0,2012,127700000.0
Chronicle (2012),Fox,64599999.0,62100000.0,2012,126699999.0
The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,123100000.0
Parental Guidance,Fox,77300000.0,42500000.0,2012,119800000.0
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,116500000.0
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,115300000.0
Hope Springs,Sony,63500000.0,50700000.0,2012,114200000.0
ParaNorman,Focus,56000000.0,51100000.0,2012,107100000.0
The Campaign,WB,86900000.0,18000000.0,2012,104900000.0
Let the Bullets Fly,Vari.,63000.0,104300000.0,2012,104363000.0
Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000.0,2012,102800000.0
Project X,WB,54700000.0,48000000.0,2012,102700000.0
The Devil Inside,Par.,53300000.0,48500000.0,2012,101800000.0
The Lucky One,WB,60500000.0,38900000.0,2012,99400000.0
Contraband,Uni.,66500000.0,29700000.0,2012,96200000.0
Think Like a Man,SGem,91500000.0,4500000.0,2012,96000000.0
This Is 40,Uni.,67500000.0,20500000.0,2012,88000000.0
The Inbetweeners Movie,WHE,36000.0,88000000.0,2012,88036000.0
The Possession,LGF,49100000.0,36300000.0,2012,85400000.0
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,84400000.0
The Thieves,WGUSA,686000.0,82800000.0,2012,83486000.0
Savages (2012),Uni.,47400000.0,35600000.0,2012,83000000.0
Frankenweenie,BV,35300000.0,46200000.0,2012,81500000.0
Act of Valor,Rela.,70000000.0,11300000.0,2012,81300000.0
Masquerade (2012),CJ,923000.0,79800000.0,2012,80723000.0
Sinister,LG/S,48100000.0,29600000.0,2012,77700000.0
The Grey,ORF,51600000.0,25700000.0,2012,77300000.0
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000.0,2012,77100000.0
To Rome with Love,SPC,16700000.0,56600000.0,2012,73300000.0
Here Comes the Boom,Sony,45300000.0,27800000.0,2012,73100000.0
Finding Nemo (3D),BV,41100000.0,28200000.0,2012,69300000.0
Anna Karenina,Focus,12800000.0,56100000.0,2012,68900000.0
The Watch,Fox,35400000.0,32900000.0,2012,68300000.0
Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,68300000.0
Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000.0,2012,66900000.0
The Cabin in the Woods,LGF,42100000.0,24400000.0,2012,66500000.0
Beauty and the Beast (3D),BV,47600000.0,14400000.0,2012,62000000.0
Rock of Ages,WB (NL),38500000.0,20900000.0,2012,59400000.0
That's My Boy,Sony,36900000.0,20800000.0,2012,57700000.0
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,56100000.0
The Three Stooges,Fox,44300000.0,10500000.0,2012,54800000.0
The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012,53900000.0
Lawless,Wein.,37400000.0,16300000.0,2012,53700000.0
Silent Hill: Revelation 3D,ORF,17500000.0,34800000.0,2012,52300000.0
Red Tails,Fox,49900000.0,489000.0,2012,50389000.0
"Monsters, Inc. (3D)",BV,34000000.0,16200000.0,2012,50200000.0
Trouble with the Curve,WB,35800000.0,13200000.0,2012,49000000.0
Little White Lies,MPI,206000.0,48300000.0,2012,48506000.0
End of Watch,ORF,41000000.0,7100000.0,2012,48100000.0
Man on a Ledge,LG/S,18600000.0,27600000.0,2012,46200000.0
House at the End of The Street,Rela.,31600000.0,12700000.0,2012,44300000.0
The Guilt Trip,Par.,37100000.0,4700000.0,2012,41800000.0
A Werewolf Boy,CJ,343000.0,41300000.0,2012,41643000.0
Safe (2012),LGF,17100000.0,23200000.0,2012,40300000.0
Killing Them Softly,Wein.,15000000.0,22900000.0,2012,37900000.0
Chernobyl Diaries,WB,18100000.0,19000000.0,2012,37100000.0
One For the Money,LGF,26400000.0,10500000.0,2012,36900000.0
Dredd,LGF,13400000.0,22200000.0,2012,35600000.0
Tyler Perry's Good Deeds,LGF,35000000.0,553000.0,2012,35553000.0
Arbitrage,RAtt.,7900000.0,27600000.0,2012,35500000.0
Chimpanzee,BV,29000000.0,5900000.0,2012,34900000.0
Alex Cross,LG/S,25900000.0,8700000.0,2012,34600000.0
Salmon Fishing in the Yemen,CBS,9000000.0,25500000.0,2012,34500000.0
Fetih 1453: The Conquest of Constantinople,NeoC,35700.0,34400000.0,2012,34435700.0
Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000.0,2012,34100000.0
The Perks of Being a Wallflower,LG/S,17700000.0,15600000.0,2012,33300000.0
Haywire,Rela.,18900000.0,14400000.0,2012,33300000.0
Katy Perry: Part of Me,Par.,25300000.0,7400000.0,2012,32700000.0
Lockout,FD,14300000.0,17900000.0,2012,32200000.0
Joyful Noise,WB,30900000.0,226000.0,2012,31126000.0
Premium Rush,Sony,20300000.0,10800000.0,2012,31100000.0
The Raven,Rela.,16000000.0,13600000.0,2012,29600000.0
Rowdy Rathore,UTV,777000.0,28600000.0,2012,29377000.0
Dragon (2012),RTWC,11100.0,29100000.0,2012,29111100.0
Bol Bachchan,FIP,1200000.0,27600000.0,2012,28800000.0
The Master,Wein.,16399999.0,11900000.0,2012,28299999.0
Rust and Bone,SPC,2100000.0,23700000.0,2012,25800000.0
Big Miracle,Uni.,20200000.0,4600000.0,2012,24800000.0
Sparkle (2012),TriS,24400000.0,240000.0,2012,24640000.0
To the Arctic (IMAX),WB,14600000.0,9100000.0,2012,23700000.0
Hitchcock,FoxS,6000000.0,17600000.0,2012,23600000.0
A Thousand Words,P/DW,18500000.0,3600000.0,2012,22100000.0
Wanderlust,Uni.,17500000.0,4200000.0,2012,21700000.0
Beasts of the Southern Wild,FoxS,12800000.0,8300000.0,2012,21100000.0
Polisse,IFC,211000.0,20200000.0,2012,20411000.0
Amour,SPC,6700000.0,13100000.0,2012,19800000.0
The Man with the Iron Fists,Uni.,15600000.0,4099999.0,2012,19699999.0
Seven Psychopaths,CBS,15000000.0,4400000.0,2012,19400000.0
Gone,LG/S,11700000.0,6400000.0,2012,18100000.0
Norwegian Wood,RF,13000.0,17600000.0,2012,17613000.0
The Cold Light of Day,LG/S,3800000.0,13100000.0,2012,16900000.0
My Way (2012),CJ,70200.0,16500000.0,2012,16570200.0
Tomorrow When the War Began,Free,4900.0,16500000.0,2012,16504900.0
We Have a Pope,IFC,548000.0,15600000.0,2012,16148000.0
Headhunters,Magn.,1200000.0,14500000.0,2012,15700000.0
Hit and Run,ORF,13700000.0,704000.0,2012,14404000.0
War of the Buttons (2012),Wein.,47800.0,13800000.0,2012,13847800.0
Red Lights (2012),MNE,52600.0,13500000.0,2012,13552600.0
The Words,CBS,11500000.0,1700000.0,2012,13200000.0
Silent House,ORF,12800000.0,347000.0,2012,13147000.0
Friends with Kids,RAtt.,7300000.0,5800000.0,2012,13100000.0
The Well-Digger's Daughter,KL,386000.0,12200000.0,2012,12586000.0
Klown,Drft.,68800.0,12400000.0,2012,12468800.0
Seeking Justice,Anch.,412000.0,11900000.0,2012,12312000.0
Bachelorette,RTWC,448000.0,11500000.0,2012,11948000.0
This Must Be the Place,Wein.,144000.0,11600000.0,2012,11744000.0
Fun Size,Par.,9400000.0,2000000.0,2012,11400000.0
Rec 3: Genesis,Magn.,9600.0,10100000.0,2012,10109600.0
Delicacy,Cohen,499000.0,9200000.0,2012,9699000.0
Seeking a Friend for the End of the World,Focus,7100000.0,2600000.0,2012,9700000.0
The Apparition,WB,4900000.0,4700000.0,2012,9600000.0
For Greater Glory,ArcEnt,5700000.0,4000000.0,2012,9700000.0
Hysteria,SPC,1800000.0,7700000.0,2012,9500000.0
The Sessions,FoxS,6000000.0,3100000.0,2012,9100000.0
Ruby Sparks,FoxS,2500000.0,6600000.0,2012,9100000.0
Hyde Park on Hudson,Focus,6400000.0,2500000.0,2012,8900000.0
On the Road,IFC,744000.0,8000000.0,2012,8744000.0
Boy (2012),PalUni,256000.0,8400000.0,2012,8656000.0
Piranha 3DD,W/Dim.,377000.0,8100000.0,2012,8477000.0
Easy Money (2012),Wein.,206000.0,8199999.0,2012,8405999.0
Space Dogs 3D,EpicPics,14400.0,8300000.0,2012,8314400.0
Bel Ami,Magn.,120000.0,8199999.0,2012,8319999.0
Promised Land (2012),Focus,7600000.0,541000.0,2012,8141000.0
Iron Sky,EOne,122000.0,8000000.0,2012,8122000.0
Casa De Mi Padre,LGF,5900000.0,2100000.0,2012,8000000.0
Heroine,UTV,599000.0,7400000.0,2012,7999000.0
A Royal Affair,Magn.,1500000.0,6000000.0,2012,7500000.0
All Together,KL,43200.0,7200000.0,2012,7243200.0
My Worst Nightmare,Strand,22000.0,7100000.0,2012,7122000.0
Monsieur Lazhar (U.S.-only),MBox,2000000.0,4600000.0,2012,6600000.0
Goon,Magn.,4200000.0,2300000.0,2012,6500000.0
Cosmopolis,EOne,764000.0,5300000.0,2012,6064000.0
Chasing Mavericks,Fox,6000000.0,600.0,2012,6000600.0
Declaration of War,IFC,59100.0,5800000.0,2012,5859100.0
Puella Magi Madoka Magica the Movie,Elev.,180000.0,5600000.0,2012,5780000.0
Albert Nobbs,RAtt.,3000000.0,2600000.0,2012,5600000.0
In Darkness,SPC,1000000.0,4500000.0,2012,5500000.0
Farewell My Queen,Cohen,1600000.0,3700000.0,2012,5300000.0
Girl in Progress,LGF,2600000.0,2000000.0,2012,4600000.0
"Jeff, Who Lives at Home",ParV,4300000.0,148000.0,2012,4448000.0
Barbara,AF,1000000.0,3100000.0,2012,4100000.0
Nitro Circus the Movie 3D,ArcEnt,3400000.0,526000.0,2012,3926000.0
The Lady,Cohen,355000.0,3400000.0,2012,3755000.0
Branded,RAtt.,354000.0,3400000.0,2012,3754000.0
The Rabbi's Cat,GK,23400.0,3700000.0,2012,3723400.0
Killer Joe,LD,2000000.0,1700000.0,2012,3700000.0
Hara-Kiri: Death of a Samurai,Trib.,75700.0,3400000.0,2012,3475700.0
Intruders,MNE,69100.0,2900000.0,2012,2969100.0
A Simple Life,CL,192000.0,2600000.0,2012,2792000.0
Simon and the Oaks,TFA,151000.0,2400000.0,2012,2551000.0
Kid With a Bike,IFC,1500000.0,1000000.0,2012,2500000.0
Chico & Rita,GK,351000.0,1900000.0,2012,2251000.0
Stolen (2012),MNE,304000.0,1800000.0,2012,2104000.0
The Imposter,IM,898000.0,1100000.0,2012,1998000.0
The Day I Saw Your Heart,FM,3500.0,2000000.0,2012,2003500.0
Tales of the Night,GK,11000.0,1700000.0,2012,1711000.0
Beloved (2012),IFC,138000.0,1500000.0,2012,1638000.0
360,Magn.,100000.0,1600000.0,2012,1700000.0
2 Days in New York,Magn.,633000.0,1000000.0,2012,1633000.0
Hermano,MBox,29900.0,1600000.0,2012,1629900.0
Lay the Favorite,RTWC,21000.0,1600000.0,2012,1621000.0
Soldiers of Fortune,RAtt.,38900.0,1500000.0,2012,1538900.0
I Wish,Magn.,146000.0,1400000.0,2012,1546000.0
The Salt of Life,Zeit.,317000.0,1200000.0,2012,1517000.0
Chicken with Plums,SPC,254000.0,1200000.0,2012,1454000.0
The Paperboy,MNE,693000.0,661000.0,2012,1354000.0
Unforgivable,Strand,154000.0,1200000.0,2012,1354000.0
A Little Bit of Heaven,MNE,15400.0,1300000.0,2012,1315400.0
Meerkats,NGE,778000.0,482000.0,2012,1260000.0
Once Upon a Time in Anatolia,CGld,152000.0,1000000.0,2012,1152000.0
Coriolanus,Wein.,757000.0,315000.0,2012,1072000.0
Elles,KL,158000.0,754000.0,2012,912000.0
W.E.,Wein.,583000.0,285000.0,2012,868000.0
Breathing,KL,4600.0,803000.0,2012,807600.0
Free Men,FM,53800.0,564000.0,2012,617800.0
Sister (2012),AF,155000.0,400000.0,2012,555000.0
Bully (2012),Wein.,279000.0,182000.0,2012,461000.0
Apartment 143,Magn.,400.0,426000.0,2012,426400.0
Universal Soldier: Day of Reckoning,Magn.,5500.0,364000.0,2012,369500.0
